timestamp,cpu_usage,memory_usage,disk_read_mb,disk_write_mb,net_packets_sec
2023-01-01 00:00:00,51.4901424590337,65.37602908377467,18.643010539025557,14.713153567082141,1017.4143123833409
2023-01-01 00:01:00,49.742315876232766,65.30170917007806,19.41413880130867,14.961082764608769,1014.5432459351413
2023-01-01 00:02:00,52.25726952327289,59.9768096899965,18.85551308454318,15.181378390562658,953.9281389861674
2023-01-01 00:03:00,55.04036130809108,65.88275563736674,20.29624828334866,16.97290459640528,1030.1104046521698
2023-01-01 00:04:00,49.92583849988883,70.17788227463302,22.494905490617533,13.611138563530547,927.0041180518899
2023-01-01 00:05:00,50.08286005346773,62.19280081773016,18.583599358879134,13.439268661803544,969.1760884483941
2023-01-01 00:06:00,55.67981345278625,71.5265353437519,22.152458673222764,17.631589039680925,902.3079602959353
2023-01-01 00:07:00,53.40130143256339,69.32628987489358,18.612606048411376,14.259443917796752,1080.5707149519046
2023-01-01 00:08:00,49.84730086851478,64.48055187728407,18.5058265462784,12.685042965584138,991.4389431877864
2023-01-01 00:09:00,53.04002187814263,66.89336824364867,21.86339900074353,14.267229974217472,1111.7376376853624
2023-01-01 00:10:00,50.17858374103979,73.89448104580003,22.09520907936492,14.603755977672703,1043.9179382681232
2023-01-01 00:11:00,50.32800640847106,70.47679583871864,21.979280274587,18.400153387073757,1026.5523452053476
2023-01-01 00:12:00,52.607291554893244,67.61885208549005,17.66998693269312,17.166241223307544,975.2130276774288
2023-01-01 00:13:00,46.297609761053195,66.67379756728323,19.394798163371952,17.637984772081698,952.5838723788651
2023-01-01 00:14:00,47.018565919158185,67.97147936230434,21.997792448220917,17.00923892708478,1031.426897208013
2023-01-01 00:15:00,50.66213542271267,65.65819837024581,20.460010616376334,17.288119942614664,1002.0795436377784
2023-01-01 00:16:00,49.46597944436619,59.32615978876489,18.254649192282717,14.045801646881342,939.0686338139826
2023-01-01 00:17:00,53.60247235400099,75.95346877549471,21.343774742847977,15.05108672405252,930.5661128085076
2023-01-01 00:18:00,50.090685018398716,68.4453490000182,19.022624109158674,13.494776868041944,958.8507084416501
2023-01-01 00:19:00,48.73262897854916,69.45562092992914,24.066383621271985,15.07993870767694,1098.211093306731
2023-01-01 00:20:00,57.52101181733289,67.67007319291073,23.592107433691893,16.89542233151297,1118.2034396288004
2023-01-01 00:21:00,52.60099130142059,64.99959724193243,21.735704985223183,15.822666297476687,1018.1657859793524
2023-01-01 00:22:00,53.63487548140355,67.23441318787813,23.27460395731307,18.202738032580857,1015.740225173226
2023-01-01 00:23:00,49.31171968878844,61.61826364155017,20.707248207253954,13.323210257103709,991.8537940393492
2023-01-01 00:24:00,52.106178950343704,77.16160368283246,22.13360975138434,16.632772261649876,962.3222416683539
2023-01-01 00:25:00,54.225134085654354,63.152306641188,23.583238657736594,13.16193143894191,1078.1821262615758
2023-01-01 00:26:00,50.59208795327965,63.99926692260385,21.14385253662654,15.87311871935821,1103.478623878991
2023-01-01 00:27:00,55.324515188550336,66.402551689928,20.167531489919693,17.191648112775447,965.5054458619
2023-01-01 00:28:00,52.54749453705832,73.35202544291612,17.29370588317042,15.308177861661198,1006.4110410305723
2023-01-01 00:29:00,53.62594284794887,68.29356873606154,20.561719774051365,16.865623665066952,988.436167203966
2023-01-01 00:30:00,52.847128807353535,63.32647449557387,22.399863032777777,13.870078475963574,990.2940119352915
2023-01-01 00:31:00,60.35990588818925,73.32352940714512,22.66930592200307,12.488320598628714,1070.977821702291
2023-01-01 00:32:00,54.91298763301398,71.26500871086873,21.81178391951531,16.95590142384308,946.4607333898819
2023-01-01 00:33:00,51.93032696483425,70.52924685180629,19.745462390376733,19.355987979422697,1035.7586540696138
2023-01-01 00:34:00,57.72063464787708,71.27261402386189,16.899416058735103,13.901986166312042,1049.2233895521636
2023-01-01 00:35:00,51.73955613549558,78.02096256525648,19.887619194231256,18.364555639966987,1006.0801946327102
2023-01-01 00:36:00,56.1772994135007,77.21739897793238,20.294341172282838,16.033087523287747,1058.2173669124893
2023-01-01 00:37:00,49.81984158266613,65.76332766852214,20.302145588044077,13.300912776393828,1021.3227416275174
2023-01-01 00:38:00,51.8619463894768,75.03856255240883,22.190079681728502,13.735321515202198,1075.172770145987
2023-01-01 00:39:00,56.5842376163512,70.10819148197962,24.949273825988353,16.055918642897936,938.5820824425416
2023-01-01 00:40:00,58.3556874095558,70.60405944702033,21.249923788279542,15.241421675258069,997.6296060155142
2023-01-01 00:41:00,56.800498324190585,61.870410363137516,20.594336285086307,13.450497126078556,1011.8536797401404
2023-01-01 00:42:00,56.085014222647736,67.98942692651238,20.534280568164405,12.714200516485048,882.2098805794006
2023-01-01 00:43:00,55.673661145748106,65.45080947305854,21.32640766464135,14.434775090971769,961.8984698115845
2023-01-01 00:44:00,52.2858548619576,72.04512925870023,19.44595390667356,16.54174459803289,975.891942891408
2023-01-01 00:45:00,54.70576018103798,73.04766126781361,21.367830955414167,16.167215575898553,1064.357945564874
2023-01-01 00:46:00,55.626659845831746,60.49549302915784,22.05393978936828,15.203408829990755,981.9811584822983
2023-01-01 00:47:00,60.32262564929331,68.73505085543297,21.59655714520077,16.635503461017382,976.7949948316677
2023-01-01 00:48:00,58.324184265674596,73.34003974503712,22.117127164418864,18.337603003017833,1058.9487887182036
2023-01-01 00:49:00,52.145655202901494,68.13493166593858,22.094384925034934,17.071598738751756,937.5544586389037
2023-01-01 00:50:00,58.547838003910485,71.82660511200345,17.707930638022443,16.06649969421763,915.2632132191502
2023-01-01 00:51:00,56.56050222413113,70.34336351317401,22.550286256529958,18.19100703522382,1001.1211603362513
2023-01-01 00:52:00,55.82448704582342,70.33334065531677,19.959325581603895,14.440882569928087,947.1907274354537
